review,note
exceptionnel beaut lieu personnel accueil pet déjeun excellent,1.0
fabul propret chambr hall canap immens match chambr pet matel petit qualit,1.0
fabul calm sup repos plein pari,1.0
trsè bien bien rapport qualité-prix personnel agréabl discret j'aur aim pet touch produit local pet déjeun,1.0
agréabl situat qualit serviet sall bain dur carton ains manqu d'insonoris entre chambr,1.0
sup tre familial rideau port d'entr inadapt plomber robinet evi bond evi obtur manqu port d'entr recalcitr,1.0
agréabl situat géograph décor chambr absenc d'insonoris,0.0
exceptionnel,1.0
hotel finalis traval deven bien bon prestat gestion chauffag,1.0
fabul chambr calm propr personnel agréabl,1.0
séjour l'hôtel appréci grâc pet déjeun qualit quantit pet déjeun parf l'accueil parking chambr pet sdb rénov,1.0
magnif plus personnel barman l'accueil personnel bar lit confort dommag qu'il pas d'après-shampoing,1.0
fabul accueil mettr disposit chambr plus tôt appréci venion effectu long voyag chambr calm cour liter oreil sup confort problem ascenseur interrompu entre matin partion tôt descendr quatr étag valis,1.0
revoir chass d'eau comprendr réservoir,1.0
part pet détail pouv aller grand piec principal propret sall bain carrelag joint sal,1.0
hôtel besoin rafraich situat géograph pet déjeun basiqu moyen mur chambr écaill sall bain mauv,1.0
séjour proch lieux incontourn cann l'héberg confort bien situ facil d'acces aller centr croiset prix petit déjeun excess,1.0
fabul établ con proch gar lyon simpl pas cher pas brui,1.0
bien personnel pet dej lit confort,1.0
exceptionnel,1.0
hôtel bien situ visit pari travaill recommand,1.0
superb bien situ visit pied métro côt bar restaur laver automat accueil prêt rendr servic pet déjeun,1.0
exceptionnel magnif vu balcon,1.0
bien chambr calm confort sol tach moquet chang,1.0
brui malgr sympath personnel couet plutôt agréabl client énorm bruit déplac cag escali bois,1.0
magnif liter personnel pet déjeun,1.0
exceptionnel disponibil personnel silenc,1.0
decent hotel the western part cann you can not miss with price/perform taking ibis staff breakfast although tim refill you get what left,1.0
personnel accueil rend servic accueil propret emplac qualit pet déjeun,1.0
bien quarti calm bien situ dizain metr croiset plag supéret côt log bien équip pet point négat pas plac parking,1.0
séjour agréabl vu drap serviet kit nettoyag locat bien situ lev soleil mer l'eau chaud long ven l'oblig d'ouvr robinet n'est pas écolog,1.0
agréabl chambr lux,0.0
bien,1.0
séjour parf appart idéal plac,1.0
bien log général l'appart nuit port d'entr laiss pass lumier couloir gen nuit,1.0
tre séjour cann grand appart beau terr verand emplac pratiqu minut pied centr instruct clair parking,1.0
suffis propr chambr placard pet,1.0
superb,1.0
exceptionnel rien,1.0
exceptionnel,1.0
rapport qualit prix reven beau jour profit maximum terr piscin pet déjeun buffet volont mieux achaland surtout gourmand sal bon liter coussin chambr propr personnel discret accueil manqu pris cour,1.0
"agréabl tranquill pet dej copieux 3-un cafeti expresso chambr trois dos gratuit 4-un douch assez spacieux corpulent moyen system fournitur liquid champoing coll mur profus téléviseur écran plat calm n'ai pas chambr fenêtr ru hall récept symp personnel accueil trilingu faut pas plus grand 1,70 bien s'allong lir sinon pied rest vid pas moyen contact récept chambr faudr déplac pas climatis ventil 30cm tabl chevet 4-pas placard pender meubl 2,00 0,30 0,30 offic placard certain chambr n'ont pas pignon ru pas d'assenceur trois quatr étag escali",1.0
bon accueil chambr confort bien équip,1.0
agréabl,1.0
pratiqu famill enfant suit junior spacieux relat bien équip propret log proxim parking public métro march hebdomadair dur matin long l'avenu prado proxim restaur cinem court distanc march alentour immédiat résident rassur nuit eclairag blafard part commun couloir sombr men chambr enseign gé résident éteint nuit mal trouv l'endroit arriv,1.0
bien,1.0
l'un lit creux chambr d'hôt parfait maison charm chambr d'hôt bien plus qu'un hôtel chambr pratiqu sépar propret limit l'accueil compens,1.0
bien bien aim pet déjeun garag chambr l'emplac l'ascenseur s'arrêt rdc veut aller garag,1.0
exceptionnel,1.0
fabul franch génial rien dir content,1.0
fabul emplac pet déjeun,1.0
bon expérient aim ensembl mis part problem réseau pet déjeun beaucoup choix lir confort récept agréabl incapac internet ordin vrai problem,1.0
agréabl studio emplac oreil mou impossibl deuxiem dis faut demand gouvern dis difficil peuvent pas enlev chambr inoccup pas top plus pas téléphon chambr impossibil joindr récept,1.0
bien,1.0
exceptionnel rien n'est bruit chambr voisin soir,1.0
séjour,1.0
exceptionnel toujour excellent,1.0
excellent,1.0
exceptionnel,1.0
exceptionnel bruit l'extérieur entre chambr,1.0
bien personnel gentilless incroi écout serviabl parking ultra sécuris tarif plus don quarti lequel trouv hôtel,1.0
bien gentilless personnel terr pet déjeun rien,1.0
bien pet l'accueil l'emplac chambr pet l'absenc volet,1.0
superb situat 100m gar lyon chambr pet propr nécessair rien,1.0
agréabl emplac calm plein pari pas télécommand tel chambr ales mis l'enver côt plastiqu au-dessus brui inconfort pet déjeun minimal,1.0
agréabl,1.0
bien,1.0
fabul spa inclu grand espac suit machin caf chambr lir moyen mal fix grinc bonpour dorm bien acces chambr /suit dir sort secour acces parking major servic chambr,1.0
excellent rapport qualit prix check avanc servic bagag propret confort chambr bien situ peixim rien c'et parf,1.0
confort idéal plac accueil surfac chambr excellent liter moquet couloir néglig tach douch plutôt baignoir,1.0
exceptionnel,1.0
fabul,1.0
excellent bien accueil personnel conseil rapport direct activ l'on pouv cann personnel professionnel l'écout clientel recommand fort établ,1.0
exceptionnel accueil toufik sup rien,1.0
exceptionnel accueil,1.0
appropri court séjour voir escal bien vu pas meilleur balcon coin tabl permettent s'isol court instant savour caf brin lectur simpl farnient regard ciel bleu dommag qu'il pas parking gratuit client résidhotel vacanc frai supplémentair dont pass bien c'est détail auquel fer désorm attent lor réserv,1.0
allez l'express lyon pas l'hotel bier artisanal personnel extras ru hyp tranquill 250m gar lyon pratiqu éclairag ampoul led typ lumi froid c'est glauqu trist manqu chaleur exist ampoul led lumi chaud beaucoup plus accueil,1.0
agréabl chauffag pann pas inform arriv qu'il fall utilis pet chauffag d'appoint,1.0
hotel modern chouet deco sup déco bien insonoris confort excellent pet dej impossibl regl températur chambr coup fais froid pas toujour pratiqu réglag l'ipad l'acces l'hotel impersonnel l'impress rentr sup march,1.0
bien proxim métro commerc restaur parc vilet visit l'exposit toutankhamon parking souterrain l'hôtel,1.0
bien décor l'appart vintag fait beaucoup gout quarti calm,1.0
tre bien l'acceuil ras,1.0
superb propret courtois ambassadeur proxim gar lyon confort liter position lit mur opter méthod tourn degr rest rock and roll vieux command grâc tablet sup sauf arriv pas stopp réveil,1.0
bien,1.0
superb appart sup accueil pass séjour agréabl bien plac parking bien plac parking terr top ras,1.0
facil trouv pet déjeun prêt heur,1.0
top tre bien situ wif pas réuss connect pas indispens,1.0
bien,1.0
agréabl central propr oblig déplac récept répond pas mond faudr avert client system rappel l'agenc sanitair lavabo derri port d'entr j'aim pas,1.0
pet halt prendr train accueil sympath etlog agréabl surclass petit déjeun copieux proch gar rien compt tenu prix,1.0
séjour sympath laiss pas souven impériss pas roof top superb restaur original personnel serviabl contr sais pas établ correspond bien cinq étoil pet déjeun bien garn personnel débarr remont tabl perform intérieur suit demand rafraîch,1.0
exceptionnel toit terr rooftop cann,1.0
bien bon liter j'ai appréci pas moquet chambr manqu rideau fin vis vis rideau occult utilis sall bain falloir march crab d'espac odeur,1.0
plutôt frigidair temp canicul,1.0
exceptionnel personnel symp chambr nickel matel bien emplac métro tram bus dev l'hôtel,1.0
exceptionnel caf eau disponibl arriv chambr lit bon qualit,1.0
exceptionnel recommand hôtel confort accueil chambr spacieux jol décor proch centr vill croiset plag hôtel agréabl parf,1.0
exceptionnel proxim butt chaumont ilanqu sech cheveux,1.0
fabul l'accueil propret liter climatis qu'il faut niveau confort prix raison proxim l'aéroport chambr plutôt bien insonoris,1.0
acceuil perso symp éfficac liter climatis,1.0
week-end parf accueil chambr top parfait adult enfant pet déjeun emplac idéal minut plag pied pres restaur boutiqu agréabl balad jacuzz toit simpl magnif vu mer wahou parf enchant séjour,1.0
exceptionnel them piec magnif accueil,1.0
exceptionnel,1.0
bien emplac idéal pari rapport gar d'arriv départ bercy personnel petit soin insonoris chambr impecc,1.0
exceptionnel,1.0
bien chambr propr chambr pet,1.0
bien,1.0
exceptionnel accueil dign ami parf reviendron,1.0
hôtel proch tout commod quarti anim montparn raspail excellent liter insonoris chambr buffet copieux pet déjeun matin accueil aimabl disponibil personnel,1.0
exceptionnel confort chambr pet déjeun correct prix raison,1.0
agréabl prix élev chambr surfac réduit,1.0
pet déjeun vrai pas terribl l'emplac l'hôtel point fort l'hôtel bien plac vrai quelqu pas métro canal saint-martin parc butt chaumont vu fenêtr agréabl don jol toit bel immeubl parisien personnel agréabl souri petit-déjeun malgr choix sembl assez vari quoiqu dépend l'heur laquel pren petit-déjeun produit pas qualit baguet industriel aspect approch carton surtout pain mou souhait prendr pet déjeun pain sort hôtel bien évident croiss pain chocolat industriel niveau goût restent plutôt agréabl chaud m'attend chambr d'espac j'ai l'impress retrouv pet clapi décor douteur vach,0.0
efficac mal insonoris gentilless professionnal personnel récept l'insonoris entre chambr mien mauv entend télévis voisin quas distinct compt convers,0.0
chambr accueil jol décor silenci cot cour excellent emplac pas croiset accueil trees chaleur accompagn gar véhicul,1.0
exceptionnel,1.0
bien,1.0
recomiendo está 100m del metro convent líne tien cerc kfc mcdonald igual cafeterí las pued com bien por 15eu aprox hay tambien parad bus dejan centro farmaci lugar cómodo personal habl inglé franc poquito español siempr servicial desayuno está muy bueno tambien todo muy limpio ordenado,1.0
rapport qualit tré bien personnel chaleur rapport qualit bien personnel chaleur décor intérieur froid,1.0
pas convainqu propret demand lit séparéesj répons affirm chambr grand lit,1.0
bien,1.0
exceptionnel,1.0
bien proxim station propr personnel pet déjeun calm matel remplac,1.0
exceptionnel,1.0
excellent reviendr l'occas situat géograph conform recherch c'est dir calm l'éxtérieur vill cann sécur établ assur nuit veilleur sympath propriet clos portail électr parking sécuris propr suffis nombr plac personnel accueil serviabl mobili simpl fonctionnel liter confort sanitair propr utilis bouilloir d'eau pratiqu caf thé moment pet déjeun excellent vari sal sucr nombr suffis oeuf dur mayo omelet laitag viennoiser fraîch boisson chaud froid etc pas grand chos idéal séjour tourist clé chambr demandent modernis,1.0
bien,1.0
exceptionnel deco symp princip aperitivo génial,1.0
remarqu gentilless accueil rapport qualite/ prix gest commercial offrant pet déjeun emplac pas plusieur lign métro retourn plutôt possibl sall déjeun pet possibl mang fac fac illustr inconnu,1.0
bien personnel prestat propos pas d'isol entre chambr port communiqu,1.0
bien,1.0
log agréabl log bien situ confort bon commun propriétair,1.0
excellent séjour pari l'emplac l'hotel idéal ru tranquill pas loin gar routier gar nord gar l'est l'amenag chambr parf permettr d'utilis espac frigidair séchoir plus j'ai apprec personnel tre aimabl acceuill entend bruit autr chambr c'est pas tre grav pas vrai dérang,1.0
bien,1.0
fabul,1.0
superb lieu tarif,1.0
exceptionnel calm l'hotel propret,1.0
exceptionnel jol hotel personnel sup symp professionnel qualité/prix imbatt bass saison coût net plus cher haut saison,1.0
emplac propret personnel excel okempl,1.0
séjour agréabl bien plac centr vill possibil parking accueil agréabl sall bain prévoir portemanteau revoir écoul douch eau ruissel rebord latéral écoul sall bain inond systémat,1.0
gentilless personnel personnel tré gentil pet piec vu ru,1.0
bien proxim grand boulevard environ calm proch vi parisien,1.0
bien,1.0
détent chambr propret accueil etc piscin pet pas assez transat suit monopolis tout journ plag égal mal agenc montagn sabl,1.0
bien excellent rapport qualit prix lir confort mauv insonoris entre chambr chambr /couloir,1.0
bien personnel accueil flexibl proch cit scienc min pied odeur peintur produit chimiqu chambr pomm douch fuit boulevard brui mieux vaut demand chambr côt cour,1.0
satisfais grandeur chambr pas distributeur savon shampooing douch,1.0
sent bien grac gentilless personel calm calm lir compfort emplac parf personel aimabl lit décor chambr calm prix raison quarti part commun pas propr surtout moquet l'escali vrai besoin d'un aspir mem d'etr chang usé vu chambr ver pet cour 6m2 miroir au-dessus vasqu teint difficil voir bien maquill mettr lentill heureux miroir port d'entr,1.0
bien,1.0
fabul,1.0
agréabl personnel ménag gentil agréabl climatis brui hall d'entr sombr accueil peintur mur sal pas balcon luminair mur fonction pas l'appart pas contractuel photo sit,1.0
